SYSTEM:Time(s)	SubMechanism.ibFlap/Flap:roll(deg)	SubMechanism.ibFlap/Flap:x(mm)	SubMechanism.ibFlap/Flap:y(mm)	SubMechanism.ibFlap/Flap:z(mm)
6.808	11.165	24784.004	-3817.785	3118.14	
6.809	11.17	24784.103	-3817.769	3118.099	
6.81	11.175	24784.203	-3817.754	3118.058	
6.811	11.18	24784.304	-3817.738	3118.016	
6.812	11.185	24784.403	-3817.723	3117.975	
6.813	11.19	24784.502	-3817.707	3117.934	
6.814	11.195	24784.601	-3817.692	3117.893	
6.815	11.2	24784.7	-3817.676	3117.851	
6.816	11.204	24784.8	-3817.661	3117.81	
6.817	11.209	24784.901	-3817.645	3117.769	
6.818	11.214	24785	-3817.63	3117.727	
6.819	11.219	24785.099	-3817.614	3117.686	
6.82	11.224	24785.198	-3817.598	3117.644	
6.821	11.229	24785.297	-3817.583	3117.603	
6.822	11.234	24785.398	-3817.567	3117.562	
6.823	11.239	24785.498	-3817.552	3117.52	
6.824	11.244	24785.597	-3817.536	3117.478	
6.825	11.249	24785.696	-3817.521	3117.437	
6.826	11.254	24785.797	-3817.505	3117.395	
6.827	11.259	24785.896	-3817.489	3117.354	
6.828	11.264	24785.995	-3817.474	3117.312	
6.829	11.269	24786.097	-3817.458	3117.271	
6.83	11.273	24786.196	-3817.443	3117.229	
6.831	11.278	24786.295	-3817.427	3117.188	
6.832	11.283	24786.396	-3817.411	3117.146	
6.833	11.288	24786.495	-3817.396	3117.104	
6.834	11.293	24786.596	-3817.38	3117.062	
6.835	11.298	24786.695	-3817.365	3117.021	
6.836	11.303	24786.795	-3817.349	3116.979	
6.837	11.308	24786.896	-3817.333	3116.937	
6.838	11.313	24786.995	-3817.318	3116.895	
6.839	11.318	24787.096	-3817.302	3116.853	
6.84	11.323	24787.195	-3817.286	3116.812	
6.841	11.328	24787.296	-3817.271	3116.77	
6.842	11.333	24787.395	-3817.255	3116.728	
6.843	11.338	24787.497	-3817.24	3116.686	
6.844	11.343	24787.596	-3817.224	3116.644	
6.845	11.348	24787.697	-3817.208	3116.602	
6.846	11.353	24787.796	-3817.193	3116.56	
6.847	11.358	24787.897	-3817.177	3116.518	
6.848	11.363	24787.996	-3817.161	3116.476	
6.849	11.368	24788.097	-3817.146	3116.434	
6.85	11.372	24788.197	-3817.13	3116.392	
6.851	11.377	24788.298	-3817.114	3116.35	
6.852	11.382	24788.397	-3817.099	3116.308	
6.853	11.387	24788.498	-3817.083	3116.266	
6.854	11.392	24788.599	-3817.067	3116.224	
6.855	11.397	24788.698	-3817.052	3116.182	
6.856	11.402	24788.799	-3817.036	3116.14	
6.857	11.407	24788.9	-3817.02	3116.098	
6.858	11.412	24789	-3817.004	3116.055	
6.859	11.417	24789.101	-3816.989	3116.013	
6.86	11.422	24789.202	-3816.973	3115.971	
6.861	11.427	24789.301	-3816.957	3115.929	
6.862	11.432	24789.402	-3816.941	3115.887	
6.863	11.437	24789.503	-3816.926	3115.844	
6.864	11.442	24789.602	-3816.91	3115.802	
6.865	11.447	24789.703	-3816.894	3115.76	
6.866	11.452	24789.804	-3816.879	3115.717	
6.867	11.457	24789.906	-3816.863	3115.675	
6.868	11.462	24790.005	-3816.847	3115.633	
6.869	11.467	24790.106	-3816.831	3115.59	
6.87	11.472	24790.207	-3816.816	3115.548	
6.871	11.477	24790.308	-3816.8	3115.505	
6.872	11.482	24790.409	-3816.784	3115.463	
6.873	11.487	24790.508	-3816.768	3115.421	
6.874	11.492	24790.609	-3816.752	3115.378	
6.875	11.497	24790.71	-3816.737	3115.336	
6.876	11.502	24790.812	-3816.721	3115.293	
6.877	11.507	24790.913	-3816.705	3115.251	
6.878	11.512	24791.014	-3816.689	3115.208	
6.879	11.517	24791.115	-3816.674	3115.165	
6.88	11.522	24791.216	-3816.658	3115.123	
6.881	11.527	24791.317	-3816.642	3115.08	
6.882	11.532	24791.416	-3816.626	3115.037	
6.883	11.537	24791.517	-3816.61	3114.995	
6.884	11.542	24791.618	-3816.594	3114.952	
6.885	11.547	24791.719	-3816.579	3114.909	
6.886	11.552	24791.821	-3816.563	3114.866	
6.887	11.557	24791.922	-3816.547	3114.824	
6.888	11.562	24792.023	-3816.531	3114.781	
6.889	11.567	24792.124	-3816.515	3114.738	
6.89	11.572	24792.225	-3816.499	3114.695	
6.891	11.577	24792.326	-3816.483	3114.652	
6.892	11.582	24792.429	-3816.468	3114.609	
6.893	11.587	24792.53	-3816.452	3114.567	
6.894	11.592	24792.631	-3816.436	3114.524	
6.895	11.597	24792.732	-3816.42	3114.481	
6.896	11.602	24792.833	-3816.404	3114.438	
6.897	11.607	24792.934	-3816.388	3114.395	
6.898	11.612	24793.036	-3816.372	3114.352	
6.899	11.617	24793.137	-3816.357	3114.309	
6.9	11.622	24793.238	-3816.341	3114.266	
6.901	11.627	24793.341	-3816.325	3114.223	
6.902	11.632	24793.442	-3816.309	3114.18	
6.903	11.637	24793.543	-3816.293	3114.136	
6.904	11.642	24793.644	-3816.277	3114.093	
6.905	11.647	24793.745	-3816.261	3114.05	
6.906	11.653	24793.848	-3816.245	3114.007	
6.907	11.658	24793.949	-3816.229	3113.964	
6.908	11.663	24794.05	-3816.213	3113.921	
6.909	11.668	24794.151	-3816.198	3113.877	
6.91	11.673	24794.254	-3816.182	3113.834	
6.911	11.678	24794.355	-3816.166	3113.791	
6.912	11.683	24794.456	-3816.15	3113.748	
6.913	11.688	24794.558	-3816.134	3113.704	
6.914	11.693	24794.661	-3816.118	3113.661	
6.915	11.698	24794.762	-3816.102	3113.618	
6.916	11.703	24794.863	-3816.086	3113.574	
6.917	11.708	24794.966	-3816.07	3113.531	
6.918	11.713	24795.067	-3816.054	3113.487	
6.919	11.718	24795.168	-3816.038	3113.444	
6.92	11.723	24795.271	-3816.022	3113.401	
6.921	11.728	24795.372	-3816.006	3113.357	
6.922	11.733	24795.473	-3815.99	3113.314	
6.923	11.738	24795.576	-3815.974	3113.27	
6.924	11.743	24795.677	-3815.958	3113.227	
6.925	11.748	24795.78	-3815.942	3113.183	
6.926	11.754	24795.881	-3815.926	3113.14	
6.927	11.759	24795.984	-3815.91	3113.096	
6.928	11.764	24796.085	-3815.894	3113.052	
6.929	11.769	24796.186	-3815.878	3113.009	
6.93	11.774	24796.289	-3815.862	3112.965	
6.931	11.779	24796.391	-3815.846	3112.921	
6.932	11.784	24796.494	-3815.83	3112.878	
6.933	11.789	24796.595	-3815.814	3112.834	
6.934	11.794	24796.698	-3815.798	3112.79	
6.935	11.799	24796.799	-3815.782	3112.747	
6.936	11.804	24796.902	-3815.766	3112.703	
6.937	11.809	24797.005	-3815.75	3112.659	
6.938	11.814	24797.106	-3815.734	3112.615	
6.939	11.819	24797.209	-3815.718	3112.571	
6.94	11.825	24797.31	-3815.702	3112.528	
6.941	11.83	24797.413	-3815.686	3112.484	
6.942	11.835	24797.514	-3815.67	3112.44	
6.943	11.84	24797.617	-3815.653	3112.396	
6.944	11.845	24797.72	-3815.637	3112.352	
6.945	11.85	24797.821	-3815.621	3112.308	
6.946	11.855	24797.924	-3815.605	3112.264	
6.947	11.86	24798.027	-3815.589	3112.22	
6.948	11.865	24798.128	-3815.573	3112.176	
6.949	11.87	24798.231	-3815.557	3112.132	
6.95	11.875	24798.334	-3815.541	3112.088	
6.951	11.881	24798.435	-3815.525	3112.044	
6.952	11.886	24798.538	-3815.509	3112	
6.953	11.891	24798.641	-3815.492	3111.956	
6.954	11.896	24798.744	-3815.476	3111.912	
6.955	11.901	24798.845	-3815.46	3111.868	
6.956	11.906	24798.948	-3815.444	3111.823	
6.957	11.911	24799.051	-3815.428	3111.779	
6.958	11.916	24799.154	-3815.412	3111.735	
6.959	11.921	24799.255	-3815.396	3111.691	
6.96	11.926	24799.358	-3815.38	3111.647	
6.961	11.932	24799.461	-3815.363	3111.602	
6.962	11.937	24799.564	-3815.347	3111.558	
6.963	11.942	24799.667	-3815.331	3111.514	
6.964	11.947	24799.77	-3815.315	3111.469	
6.965	11.952	24799.871	-3815.299	3111.425	
6.966	11.957	24799.974	-3815.283	3111.381	
6.967	11.962	24800.077	-3815.266	3111.336	
6.968	11.967	24800.18	-3815.25	3111.292	
6.969	11.972	24800.283	-3815.234	3111.247	
6.97	11.978	24800.386	-3815.218	3111.203	
6.971	11.983	24800.489	-3815.202	3111.158	
6.972	11.988	24800.592	-3815.186	3111.114	
6.973	11.993	24800.695	-3815.169	3111.069	
6.974	11.998	24800.798	-3815.153	3111.025	
6.975	12.003	24800.901	-3815.137	3110.98	
6.976	12.008	24801.004	-3815.121	3110.936	
6.977	12.013	24801.107	-3815.104	3110.891	
6.978	12.019	24801.21	-3815.088	3110.847	
6.979	12.024	24801.313	-3815.072	3110.802	
6.98	12.029	24801.416	-3815.056	3110.757	
6.981	12.034	24801.519	-3815.039	3110.713	
6.982	12.039	24801.622	-3815.023	3110.668	
6.983	12.044	24801.725	-3815.007	3110.623	
6.984	12.049	24801.828	-3814.991	3110.578	
6.985	12.055	24801.931	-3814.975	3110.534	
6.986	12.06	24802.034	-3814.958	3110.489	
6.987	12.065	24802.137	-3814.942	3110.444	
6.988	12.07	24802.24	-3814.926	3110.399	
6.989	12.075	24802.343	-3814.909	3110.354	
6.99	12.08	24802.446	-3814.893	3110.31	
6.991	12.085	24802.549	-3814.877	3110.265	
6.992	12.091	24802.654	-3814.861	3110.22	
6.993	12.096	24802.757	-3814.844	3110.175	
6.994	12.101	24802.86	-3814.828	3110.13	
6.995	12.106	24802.963	-3814.812	3110.085	
6.996	12.111	24803.066	-3814.795	3110.04	
6.997	12.116	24803.169	-3814.779	3109.995	
6.998	12.121	24803.274	-3814.763	3109.95	
6.999	12.127	24803.377	-3814.747	3109.905	
7	12.132	24803.48	-3814.73	3109.86	
7.001	12.137	24803.583	-3814.714	3109.815	
7.002	12.142	24803.688	-3814.698	3109.77	
7.003	12.147	24803.791	-3814.681	3109.725	
7.004	12.152	24803.894	-3814.665	3109.679	
7.005	12.158	24803.997	-3814.649	3109.634	
7.006	12.163	24804.102	-3814.632	3109.589	
7.007	12.168	24804.205	-3814.616	3109.544	
7.008	12.173	24804.308	-3814.6	3109.499	
7.009	12.178	24804.413	-3814.583	3109.453	
7.01	12.183	24804.516	-3814.567	3109.408	
7.011	12.189	24804.619	-3814.551	3109.363	
7.012	12.194	24804.724	-3814.534	3109.317	
7.013	12.199	24804.827	-3814.518	3109.272	
7.014	12.204	24804.932	-3814.502	3109.227	
7.015	12.209	24805.035	-3814.485	3109.181	
7.016	12.214	24805.138	-3814.469	3109.136	
7.017	12.22	24805.243	-3814.452	3109.09	
7.018	12.225	24805.346	-3814.436	3109.045	
7.019	12.23	24805.45	-3814.42	3108.999	
7.02	12.235	24805.553	-3814.403	3108.954	
7.021	12.24	24805.656	-3814.387	3108.908	
7.022	12.246	24805.761	-3814.37	3108.863	
7.023	12.251	24805.864	-3814.354	3108.817	
7.024	12.256	24805.969	-3814.337	3108.772	
7.025	12.261	24806.072	-3814.321	3108.726	
7.026	12.266	24806.177	-3814.305	3108.681	
7.027	12.271	24806.28	-3814.288	3108.635	
7.028	12.277	24806.385	-3814.272	3108.589	
7.029	12.282	24806.488	-3814.255	3108.544	
7.03	12.287	24806.593	-3814.239	3108.498	
7.031	12.292	24806.698	-3814.223	3108.452	
7.032	12.297	24806.801	-3814.206	3108.407	
7.033	12.303	24806.906	-3814.19	3108.361	
7.034	12.308	24807.009	-3814.173	3108.315	
7.035	12.313	24807.114	-3814.157	3108.269	
7.036	12.318	24807.219	-3814.14	3108.223	
7.037	12.323	24807.322	-3814.124	3108.178	
7.038	12.329	24807.426	-3814.107	3108.132	
7.039	12.334	24807.529	-3814.091	3108.086	
7.04	12.339	24807.634	-3814.075	3108.04	
7.041	12.344	24807.739	-3814.058	3107.994	
7.042	12.349	24807.842	-3814.042	3107.948	
7.043	12.355	24807.947	-3814.025	3107.902	
7.044	12.36	24808.052	-3814.008	3107.856	
7.045	12.365	24808.157	-3813.992	3107.81	
7.046	12.37	24808.26	-3813.976	3107.764	
7.047	12.376	24808.365	-3813.959	3107.718	
7.048	12.381	24808.47	-3813.942	3107.672	
7.049	12.386	24808.573	-3813.926	3107.626	
7.05	12.391	24808.678	-3813.91	3107.58	
7.051	12.396	24808.783	-3813.893	3107.534	
7.052	12.402	24808.887	-3813.876	3107.488	
7.053	12.407	24808.99	-3813.86	3107.441	
7.054	12.412	24809.095	-3813.843	3107.395	
7.055	12.417	24809.2	-3813.827	3107.349	
7.056	12.423	24809.305	-3813.81	3107.303	
7.057	12.428	24809.41	-3813.794	3107.257	
7.058	12.433	24809.515	-3813.777	3107.21	
7.059	12.438	24809.618	-3813.761	3107.164	
7.06	12.443	24809.723	-3813.744	3107.118	
7.061	12.449	24809.828	-3813.728	3107.071	
7.062	12.454	24809.933	-3813.711	3107.025	
7.063	12.459	24810.038	-3813.694	3106.979	
7.064	12.464	24810.143	-3813.678	3106.932	
7.065	12.47	24810.247	-3813.661	3106.886	
7.066	12.475	24810.352	-3813.645	3106.839	
7.067	12.48	24810.457	-3813.628	3106.793	
7.068	12.485	24810.56	-3813.612	3106.746	
7.069	12.491	24810.665	-3813.595	3106.7	
7.07	12.496	24810.77	-3813.578	3106.653	
7.071	12.501	24810.875	-3813.562	3106.607	
7.072	12.506	24810.98	-3813.545	3106.56	
7.073	12.512	24811.085	-3813.529	3106.514	
7.074	12.517	24811.19	-3813.512	3106.467	
7.075	12.522	24811.295	-3813.495	3106.421	
7.076	12.527	24811.399	-3813.479	3106.374	
7.077	12.533	24811.504	-3813.462	3106.327	
7.078	12.538	24811.609	-3813.446	3106.281	
7.079	12.543	24811.714	-3813.429	3106.234	
7.08	12.548	24811.819	-3813.412	3106.187	
7.081	12.554	24811.926	-3813.396	3106.141	
7.082	12.559	24812.031	-3813.379	3106.094	
7.083	12.564	24812.136	-3813.362	3106.047	
7.084	12.569	24812.241	-3813.346	3106	
7.085	12.575	24812.346	-3813.329	3105.953	
7.086	12.58	24812.45	-3813.312	3105.906	
7.087	12.585	24812.555	-3813.296	3105.86	
7.088	12.59	24812.66	-3813.279	3105.813	
7.089	12.596	24812.765	-3813.262	3105.766	
7.09	12.601	24812.87	-3813.246	3105.719	
7.091	12.606	24812.977	-3813.229	3105.672	
7.092	12.612	24813.082	-3813.212	3105.625	
7.093	12.617	24813.187	-3813.195	3105.578	
7.094	12.622	24813.292	-3813.179	3105.531	
7.095	12.627	24813.396	-3813.162	3105.484	
7.096	12.633	24813.503	-3813.145	3105.437	
7.097	12.638	24813.608	-3813.129	3105.39	
7.098	12.643	24813.713	-3813.112	3105.343	
7.099	12.648	24813.818	-3813.095	3105.296	
7.1	12.654	24813.925	-3813.079	3105.249	
7.101	12.659	24814.03	-3813.062	3105.202	
7.102	12.664	24814.135	-3813.045	3105.155	
7.103	12.67	24814.24	-3813.028	3105.107	
7.104	12.675	24814.346	-3813.012	3105.06	
7.105	12.68	24814.451	-3812.995	3105.013	
7.106	12.685	24814.556	-3812.978	3104.966	
7.107	12.691	24814.663	-3812.962	3104.918	
7.108	12.696	24814.768	-3812.945	3104.871	
7.109	12.701	24814.873	-3812.928	3104.824	
7.11	12.707	24814.98	-3812.911	3104.776	
7.111	12.712	24815.084	-3812.895	3104.729	
7.112	12.717	24815.189	-3812.878	3104.682	
7.113	12.722	24815.296	-3812.861	3104.634	
7.114	12.728	24815.401	-3812.844	3104.587	
7.115	12.733	24815.506	-3812.827	3104.539	
7.116	12.738	24815.613	-3812.811	3104.492	
7.117	12.744	24815.718	-3812.794	3104.445	
7.118	12.749	24815.825	-3812.777	3104.397	
7.119	12.754	24815.929	-3812.76	3104.349	
7.12	12.76	24816.036	-3812.743	3104.302	
7.121	12.765	24816.141	-3812.727	3104.254	
7.122	12.77	24816.246	-3812.71	3104.207	
7.123	12.776	24816.353	-3812.693	3104.159	
7.124	12.781	24816.458	-3812.676	3104.112	
7.125	12.786	24816.565	-3812.66	3104.064	
7.126	12.791	24816.669	-3812.643	3104.016	
7.127	12.797	24816.776	-3812.626	3103.969	
7.128	12.802	24816.881	-3812.609	3103.921	
7.129	12.807	24816.988	-3812.592	3103.873	
7.13	12.813	24817.095	-3812.575	3103.825	
7.131	12.818	24817.2	-3812.558	3103.778	
7.132	12.823	24817.307	-3812.542	3103.73	
7.133	12.829	24817.411	-3812.525	3103.682	
7.134	12.834	24817.518	-3812.508	3103.634	
7.135	12.839	24817.623	-3812.491	3103.586	
7.136	12.845	24817.73	-3812.474	3103.539	
7.137	12.85	24817.837	-3812.457	3103.491	
7.138	12.855	24817.942	-3812.44	3103.443	
7.139	12.861	24818.048	-3812.424	3103.395	
7.14	12.866	24818.153	-3812.407	3103.347	
7.141	12.871	24818.26	-3812.39	3103.299	
7.142	12.877	24818.367	-3812.373	3103.251	
7.143	12.882	24818.472	-3812.356	3103.203	
7.144	12.887	24818.579	-3812.339	3103.155	
7.145	12.893	24818.686	-3812.322	3103.107	
7.146	12.898	24818.792	-3812.305	3103.059	
7.147	12.903	24818.897	-3812.289	3103.01	
7.148	12.909	24819.004	-3812.272	3102.962	
7.149	12.914	24819.111	-3812.255	3102.914	
7.15	12.919	24819.216	-3812.238	3102.866	
7.151	12.925	24819.323	-3812.221	3102.818	
7.152	12.93	24819.429	-3812.204	3102.77	
7.153	12.935	24819.536	-3812.187	3102.721	
7.154	12.941	24819.641	-3812.17	3102.673	
7.155	12.946	24819.748	-3812.153	3102.625	
7.156	12.951	24819.855	-3812.136	3102.577	
7.157	12.957	24819.962	-3812.119	3102.528	
7.158	12.962	24820.068	-3812.102	3102.48	
7.159	12.967	24820.173	-3812.085	3102.432	
7.16	12.973	24820.28	-3812.068	3102.383	
7.161	12.978	24820.387	-3812.052	3102.335	
7.162	12.983	24820.494	-3812.035	3102.286	
7.163	12.989	24820.601	-3812.018	3102.238	
7.164	12.994	24820.707	-3812.001	3102.189	
7.165	13	24820.814	-3811.984	3102.141	
7.166	13.005	24820.921	-3811.967	3102.092	
7.167	13.01	24821.026	-3811.95	3102.044	
7.168	13.016	24821.133	-3811.933	3101.995	
7.169	13.021	24821.239	-3811.916	3101.947	
7.17	13.026	24821.346	-3811.899	3101.898	
7.171	13.032	24821.453	-3811.882	3101.85	
7.172	13.037	24821.56	-3811.865	3101.801	
7.173	13.042	24821.667	-3811.848	3101.752	
7.174	13.048	24821.774	-3811.831	3101.703	
7.175	13.053	24821.88	-3811.814	3101.655	
7.176	13.059	24821.987	-3811.797	3101.606	
7.177	13.064	24822.094	-3811.78	3101.557	
7.178	13.069	24822.201	-3811.763	3101.509	
7.179	13.075	24822.308	-3811.746	3101.46	
7.18	13.08	24822.414	-3811.729	3101.411	
7.181	13.085	24822.521	-3811.712	3101.362	
7.182	13.091	24822.628	-3811.695	3101.313	
7.183	13.096	24822.735	-3811.678	3101.264	
7.184	13.102	24822.842	-3811.661	3101.216	
7.185	13.107	24822.948	-3811.644	3101.167	
7.186	13.112	24823.055	-3811.627	3101.118	
7.187	13.118	24823.162	-3811.61	3101.069	
7.188	13.123	24823.269	-3811.593	3101.02	
7.189	13.128	24823.378	-3811.576	3100.971	
7.19	13.134	24823.484	-3811.558	3100.922	
7.191	13.139	24823.591	-3811.541	3100.873	
7.192	13.145	24823.698	-3811.524	3100.824	
7.193	13.15	24823.805	-3811.507	3100.775	
7.194	13.155	24823.912	-3811.49	3100.726	
7.195	13.161	24824.018	-3811.473	3100.677	
7.196	13.166	24824.125	-3811.456	3100.627	
7.197	13.172	24824.234	-3811.439	3100.578	
7.198	13.177	24824.341	-3811.422	3100.529	
7.199	13.182	24824.448	-3811.405	3100.48	
7.2	13.188	24824.554	-3811.388	3100.431	
7.201	13.193	24824.661	-3811.371	3100.382	
7.202	13.199	24824.77	-3811.353	3100.332	
7.203	13.204	24824.877	-3811.336	3100.283	
7.204	13.209	24824.984	-3811.319	3100.234	
7.205	13.215	24825.09	-3811.302	3100.184	
7.206	13.22	24825.199	-3811.285	3100.135	
7.207	13.226	24825.306	-3811.268	3100.086	
7.208	13.231	24825.413	-3811.251	3100.036	
7.209	13.236	24825.52	-3811.234	3099.987	
7.21	13.242	24825.628	-3811.217	3099.937	
7.211	13.247	24825.735	-3811.199	3099.888	
7.212	13.253	24825.842	-3811.182	3099.838	
7.213	13.258	24825.951	-3811.165	3099.789	
7.214	13.264	24826.057	-3811.148	3099.74	
7.215	13.269	24826.164	-3811.131	3099.69	
7.216	13.274	24826.273	-3811.114	3099.64	
7.217	13.28	24826.38	-3811.096	3099.591	
7.218	13.285	24826.487	-3811.079	3099.541	
7.219	13.291	24826.595	-3811.062	3099.492	
7.22	13.296	24826.702	-3811.045	3099.442	
7.221	13.301	24826.811	-3811.028	3099.392	
7.222	13.307	24826.918	-3811.011	3099.343	
7.223	13.312	24827.024	-3810.993	3099.293	
7.224	13.318	24827.133	-3810.976	3099.243	
7.225	13.323	24827.24	-3810.959	3099.194	
7.226	13.329	24827.349	-3810.942	3099.144	
7.227	13.334	24827.456	-3810.925	3099.094	
7.228	13.339	24827.564	-3810.908	3099.044	
7.229	13.345	24827.671	-3810.89	3098.994	
7.23	13.35	24827.78	-3810.873	3098.944	
7.231	13.356	24827.887	-3810.856	3098.895	
7.232	13.361	24827.995	-3810.839	3098.845	
7.233	13.367	24828.102	-3810.822	3098.795	
7.234	13.372	24828.211	-3810.804	3098.745	
7.235	13.378	24828.318	-3810.787	3098.695	
7.236	13.383	24828.426	-3810.77	3098.645	
7.237	13.388	24828.533	-3810.753	3098.595	
7.238	13.394	24828.642	-3810.735	3098.545	
7.239	13.399	24828.749	-3810.718	3098.495	
7.24	13.405	24828.857	-3810.701	3098.445	
7.241	13.41	24828.964	-3810.684	3098.395	
7.242	13.416	24829.073	-3810.667	3098.345	
7.243	13.421	24829.182	-3810.649	3098.294	
7.244	13.427	24829.288	-3810.632	3098.244	
7.245	13.432	24829.397	-3810.615	3098.194	
7.246	13.437	24829.504	-3810.598	3098.144	
7.247	13.443	24829.613	-3810.58	3098.094	
7.248	13.448	24829.721	-3810.563	3098.043	
7.249	13.454	24829.828	-3810.546	3097.993	
7.25	13.459	24829.937	-3810.529	3097.943	
7.251	13.465	24830.046	-3810.511	3097.893	
7.252	13.47	24830.153	-3810.494	3097.842	
7.253	13.476	24830.261	-3810.477	3097.792	
7.254	13.481	24830.37	-3810.459	3097.742	
7.255	13.487	24830.477	-3810.442	3097.691	
7.256	13.492	24830.585	-3810.425	3097.641	
7.257	13.497	24830.694	-3810.407	3097.59	
7.258	13.503	24830.803	-3810.39	3097.54	
7.259	13.508	24830.91	-3810.373	3097.49	
7.26	13.514	24831.018	-3810.356	3097.439	
7.261	13.519	24831.127	-3810.338	3097.389	
7.262	13.525	24831.234	-3810.321	3097.338	
7.263	13.53	24831.343	-3810.304	3097.287	
7.264	13.536	24831.451	-3810.286	3097.237	
7.265	13.541	24831.56	-3810.269	3097.186	
7.266	13.547	24831.669	-3810.252	3097.136	
7.267	13.552	24831.776	-3810.234	3097.085	
7.268	13.558	24831.884	-3810.217	3097.035	
7.269	13.563	24831.993	-3810.2	3096.984	
7.27	13.569	24832.102	-3810.182	3096.933	
7.271	13.574	24832.211	-3810.165	3096.883	
7.272	13.58	24832.317	-3810.148	3096.832	
7.273	13.585	24832.426	-3810.13	3096.781	
7.274	13.591	24832.535	-3810.113	3096.73	
7.275	13.596	24832.644	-3810.096	3096.68	
7.276	13.602	24832.752	-3810.078	3096.629	
7.277	13.607	24832.861	-3810.061	3096.578	
7.278	13.612	24832.97	-3810.043	3096.527	
7.279	13.618	24833.076	-3810.026	3096.476	
7.28	13.623	24833.185	-3810.009	3096.425	
7.281	13.629	24833.294	-3809.991	3096.375	
7.282	13.634	24833.403	-3809.974	3096.323	
7.283	13.64	24833.511	-3809.957	3096.273	
7.284	13.645	24833.62	-3809.939	3096.222	
7.285	13.651	24833.729	-3809.922	3096.171	
7.286	13.656	24833.838	-3809.904	3096.12	
7.287	13.662	24833.946	-3809.887	3096.069	
7.288	13.667	24834.055	-3809.87	3096.018	
7.289	13.673	24834.164	-3809.852	3095.967	
7.29	13.678	24834.272	-3809.835	3095.915	
7.291	13.684	24834.381	-3809.817	3095.864	
7.292	13.689	24834.49	-3809.8	3095.813	
7.293	13.695	24834.599	-3809.782	3095.762	
7.294	13.7	24834.707	-3809.765	3095.711	
7.295	13.706	24834.816	-3809.747	3095.66	
7.296	13.711	24834.925	-3809.73	3095.608	
7.297	13.717	24835.033	-3809.713	3095.557	
7.298	13.722	24835.142	-3809.695	3095.506	
7.299	13.728	24835.251	-3809.678	3095.455	
7.3	13.733	24835.36	-3809.66	3095.403	
7.301	13.739	24835.468	-3809.643	3095.352	
7.302	13.745	24835.577	-3809.625	3095.301	
7.303	13.75	24835.686	-3809.608	3095.249	
7.304	13.756	24835.794	-3809.591	3095.198	
7.305	13.761	24835.903	-3809.573	3095.147	
7.306	13.767	24836.014	-3809.556	3095.095	
7.307	13.772	24836.123	-3809.538	3095.044	
7.308	13.778	24836.231	-3809.52	3094.992	
7.309	13.783	24836.34	-3809.503	3094.941	
7.31	13.789	24836.449	-3809.486	3094.889	
7.311	13.794	24836.557	-3809.468	3094.838	
7.312	13.8	24836.666	-3809.451	3094.786	
7.313	13.805	24836.777	-3809.433	3094.735	
7.314	13.811	24836.885	-3809.416	3094.683	
7.315	13.816	24836.994	-3809.398	3094.631	
7.316	13.822	24837.103	-3809.381	3094.58	
7.317	13.827	24837.212	-3809.363	3094.528	
7.318	13.833	24837.322	-3809.346	3094.476	
7.319	13.838	24837.431	-3809.328	3094.425	
7.32	13.844	24837.54	-3809.311	3094.373	
7.321	13.849	24837.648	-3809.293	3094.321	
7.322	13.855	24837.757	-3809.276	3094.27	
7.323	13.861	24837.868	-3809.258	3094.218	
7.324	13.866	24837.976	-3809.241	3094.166	
7.325	13.872	24838.085	-3809.223	3094.114	
7.326	13.877	24838.196	-3809.205	3094.062	
7.327	13.883	24838.305	-3809.188	3094.01	
7.328	13.888	24838.413	-3809.17	3093.959	
7.329	13.894	24838.522	-3809.153	3093.907	
7.33	13.899	24838.633	-3809.135	3093.855	
7.331	13.905	24838.741	-3809.118	3093.803	
7.332	13.91	24838.85	-3809.1	3093.751	
7.333	13.916	24838.961	-3809.083	3093.699	
7.334	13.922	24839.069	-3809.065	3093.647	
7.335	13.927	24839.178	-3809.047	3093.595	
7.336	13.933	24839.289	-3809.03	3093.543	
7.337	13.938	24839.397	-3809.012	3093.491	
7.338	13.944	24839.506	-3808.995	3093.439	
7.339	13.949	24839.617	-3808.977	3093.386	
7.34	13.955	24839.725	-3808.959	3093.334	
7.341	13.96	24839.836	-3808.942	3093.282	
7.342	13.966	24839.945	-3808.924	3093.23	
7.343	13.972	24840.054	-3808.907	3093.178	
7.344	13.977	24840.164	-3808.889	3093.126	
7.345	13.983	24840.273	-3808.872	3093.073	
7.346	13.988	24840.384	-3808.854	3093.021	
7.347	13.994	24840.492	-3808.836	3092.969	
7.348	13.999	24840.603	-3808.819	3092.916	
7.349	14.005	24840.712	-3808.801	3092.864	
7.35	14.01	24840.82	-3808.784	3092.812	
7.351	14.016	24840.931	-3808.766	3092.76	
7.352	14.022	24841.04	-3808.748	3092.707	
7.353	14.027	24841.15	-3808.731	3092.655	
7.354	14.033	24841.259	-3808.713	3092.602	
7.355	14.038	24841.37	-3808.695	3092.55	
7.356	14.044	24841.478	-3808.678	3092.497	
7.357	14.049	24841.589	-3808.66	3092.445	
7.358	14.055	24841.698	-3808.642	3092.392	
7.359	14.061	24841.808	-3808.625	3092.34	
7.36	14.066	24841.917	-3808.607	3092.287	
7.361	14.072	24842.028	-3808.589	3092.235	
7.362	14.077	24842.138	-3808.572	3092.182	
7.363	14.083	24842.247	-3808.554	3092.13	
